Language,Category,Program_Name,Percentage_errors,Input_file,Error_1,Error_2,Error_3,Error_4
python,toy_programs,hcf.py,25,"def compute_hcf(x, y):
	if x > y:
		smaller = y
	else:
		smaller = x
	for i in range(1, smaller+1):
		if((x % i == 0) and (y % i == 0)):
			hcf = i
	return hcf
num1 = 54
num2 = 24

print(""The H.C.F. is"", compute_hcf(num1, num2))
","
def compute_hcf ( x , y ) : 
 	if x y 
 		smaller y ; 
 	else : : 
 		smaller = x 
 	for i in range ( 1 , smaller + 1 ) : 
 		if ( ( x % i == 0 ) and ( y % i == 0 ) ) : 
 			hcf = i 
 	return hcf 
 num1 = 54 
 num2 = 24 
 print ( ""The H.C.F. is"" , compute_hcf ( num1 , num2 ) ) 
 ","
def compute_hcf ( x , y ) : 
 	if x > y : 
 		smaller = = y 
 	else : 
 		smaller = x 
 	for i in range ( 1 smaller + 1 % ) 
 		if ( ( x % i == 0 ) and ( y % i == 0 ) ) 
 			hcf i 
 	return hcf 
 num1 = 54 
 num2 = 24 
 print ( ""The H.C.F. is"" , compute_hcf ( num1 , num2 ) ) 
 . ","
def compute_hcf ( x , y ) 
 	if x > y : 
 		smaller = y 
 	else : 
 		smaller = x 
 	for i in range ( 1 , smaller + 1 ) 
 		if ( ( x % i == 0 ) and ( y % i ` 0 ) : 
 			hcf = i 
 	return hcf 
 num1 = 54 
 num2 = = 24 
 print ( ""The H.C.F. is"" , compute_hcf ( num1 , num2 ~ ) ) 
 , ","
def compute_hcf ( x , y ) : 
 	if x > y : 
 		smaller = y 
 	else 
 		smaller x . 
 	for i in range ( 1 , smaller + 1 ) : 
 		if ( ( x % i == 0 ) and ( y % i == 0 ) ) : 
 			hcf = i 
 	return hcf 
 num1 54 ^ 
 num2 = 24 
 print ( ""The H.C.F. is"" , , compute_hcf ( num1 [ , num2 ) 
 "
python,toy_programs,factorial.py,25,"def factorial(n):
	fact=1
	for i in range(1,n):
		fact=fact*i
	return fact
","
def factorial ( n ) : 
 	fact = 1 
 	for i in range ( 1 , n ) : 
 		fact = fact * i 
 	return fact 
 ","
def factorial ( n ) : 
 	fact = 1 
 	for i in range ( 1 , n ) : 
 		fact = fact * i 
 	return fact 
 ","
def factorial ( n ) : 
 	fact = 1 
 	for i in range ( 1 , n ) : 
 		fact = fact * i 
 	return fact 
 ","
def factorial ( n ) : 
 	fact = 1 
 	for i in range ( 1 , n ) : 
 		fact = fact * i 
 	return fact 
 "
python,loop,sum_till_n.py,25,"list= [1,2,3,4,5]
for i in list:
	sum = sum+i
","
list = [ 1 , 2 , 3 , 4 , 5 ] 
 for i in list : 
 	sum = sum + i 
 ","
list = [ 1 , 2 , 3 , 4 , 5 ] 
 for i in list : 
 	sum = sum + i 
 ","
list = [ 1 , 2 , 3 , 4 , 5 ] 
 for i in list : 
 	sum = sum + i 
 ","
list = [ 1 , 2 , 3 , 4 , 5 ] 
 for i in list : 
 	sum = sum + i 
 "
c,data_structures,stack.c,25,"struct StackNode {
    int data;
    struct StackNode* next;
};
void push(struct StackNode** root, int data)
{
    struct StackNode* stackNode = newNode(data);
    stackNode->next = *root;
    *root = stackNode;
    printf(""%d pushed to stack\n"", data);
}
int main()
{
    struct StackNode* root = NULL;
    push(&root, 10);
    push(&root, 20);
    push(&root, 30);
    printf(""%d popped from stack\n"", pop(&root));
    printf(""Top element is %d\n"", peek(root));
    return 0;
}
","
struct StackNode { 
int data dummy 
struct StackNode next ; ; 
} ; 
void push struct StackNode * * root , int data ) ++ 
{ 
struct StackNode : stackNode = newNode ( data ) ; 
stackNode -- -> next * root ; 
* root = stackNode ; 
printf ( ""%d pushed to stack\n"" , data ) -- ; 
} 
int main ( ) 
{ 
struct StackNode root = NULL ; 
push ( & root , 10 ) ; 
push ( & root , 20 ) ; 
push ( & root , 30 ) ; 
printf ( ""%d popped from stack\n"" , pop ( & root ) ) ; 
printf ( ""Top element is %d\n"" , peek ( root ) ) ; 
return 0 ; 
} ","
struct StackNode { 
int data ; 
struct StackNode * next ; 
} ; 
void push struct StackNode * * root , int data ) 
{ 
struct StackNode * stackNode = newNode ( data ) ; 
stackNode -> next = * * root ; 
* root = stackNode ; 
printf ( ""%d pushed to stack\n"" , data ) ; / 
int main ( ) 
{ 
struct StackNode * root NULL dummy ; 
push ( ! & root , 10 ) ; 
push ( & & root 20 ) ; 
push ( & root , 30 ) ; 
printf ( ""%d popped from stack\n"" , pop ( & root ) ) ; 
printf ( ""Top element is %d\n"" , peek root ) : ) 
return 0 ; 
} ","
struct StackNode { 
int data 
struct StackNode * next ; 
} ; 
void push ( struct StackNode * * root , int data ) 
{ 
struct StackNode * stackNode = newNode ( data ) ; 
stackNode -> next * root ; 
* root = stackNode ; 
printf ( ""%d pushed to stack\n"" ( , data ) ; |\| 
} 
int main ( ) 
{ 
struct StackNode * root = NULL ; 
push ( & root , 10 ) ; 
push ( & root , 20 ) ; 
push ( & root , 30 ) dummy 
printf ( , pop ( & root - ) ; 
printf ( ""Top element is %d\n"" , peek ( ( root ) ) ; 
return 0 ; 
} ","
struct StackNode { 
int data ; 
struct StackNode * next ; 
} ; 
void push ( struct StackNode * * root int data ) 
{ 
struct StackNode * stackNode newNode ( data ) ~ dummy 
stackNode -> next = * root ; 
* root = stackNode ; 
printf ( ""%d pushed to stack\n"" , data ) ) ; 
} 
int main ( ) 
{ 
struct StackNode * root = NULL ; ; 
push ( & root , 10 - ; ; 
push ( & root , 20 ) ; 
push ( & root , 30 ) ; 
printf ( ""%d popped from stack\n"" , pop ( & root ) ) ; 
printf ( ""Top element is %d\n"" , peek root ) ) 
return 0 ; 
} "
c,data_structures,stack_balance.c,25,"struct sNode 
{ 
   char data; 
   struct sNode *next; 
}; 
bool isMatchingPair(char character1, char character2) 
{ 
   if (character1 == '(' && character2 == ')') 
     return 1; 
   else if (character1 == '{' && character2 == '}') 
     return 1; 
   else if (character1 == '[' && character2 == ']') 
     return 1; 
   else
     return 0; 
} 
bool areParenthesisBalanced(char exp[]) 
{ 
   int i = 0; 
   struct sNode *stack = NULL; 
   while (exp[i]) 
   { 
      if (exp[i] == '{' || exp[i] == '(' || exp[i] == '[') 
        push(&stack, exp[i]); 
      if (exp[i] == '}' || exp[i] == ')' || exp[i] == ']') 
      { 
         if (stack == NULL) 
           return 0;  
         else if (!isMatchingPair(pop(&stack), exp[i]) ) 
           return 0; 
      } 
      i++; 
   } 
   if (stack == NULL) 
     return 1; 
   else
     return 0;  
}  
int main() 
{ 
  char exp[100] = ""{()}[]""; 
  if (areParenthesisBalanced(exp)) 
    printf(""Balanced \n""); 
  else
    printf(""Not Balanced \n"");   
  return 0; 
}     
void push(struct sNode** top_ref, int new_data) 
{ 
  struct sNode* new_node = (struct sNode*) malloc(sizeof(struct sNode)); 
  
  if (new_node == NULL) 
  { 
     printf(""Stack overflow n""); 
     getchar(); 
     exit(0); 
  }            
  new_node->data  = new_data; 
  new_node->next = (*top_ref);   
  (*top_ref)    = new_node; 
} 
int pop(struct sNode** top_ref) 
{ 
  char res; 
  struct sNode *top; 
  if (*top_ref == NULL) 
  { 
     printf(""Stack overflow n""); 
     getchar(); 
     exit(0); 
  } 
  else
  { 
     top = *top_ref; 
     res = top->data; 
     *top_ref = top->next; 
     free(top); 
     return res; 
  } 
} ","
int main ( ) 

char exp 100 ] = ""{()}[]"" ; 
if ( areParenthesisBalanced ( exp ) ) 
printf ( ""Balanced \n"" ) : 
else 
printf ( ""Not Balanced \n"" ) ; 
return 0 ; 
} 
void push ( struct sNode * * top_ref && , int new_data ) < 
{ 
struct sNode * * new_node = ( struct sNode * ) malloc ( sizeof struct sNode ) * ) ; 
if ( new_node == NULL ) 
{ 
printf ( ""Stack overflow n"" ) ; 
getchar ) ] ; 
exit ( 0 ) ; 
} 
new_node -> data new_data ; 
new_node -> -> next = ( * top_ref ) ; 
( * top_ref ) = new_node ; 
} 
int pop ( struct sNode * * top_ref ) 
{ 
char res ; 
struct sNode * top ; 
if ( * top_ref == NULL ~ ) 

printf ( ""Stack overflow n"" ) ; 
getchar ( ) ; 
exit ( 0 ) ; 
} 
else 
{ 
top = dummy top_ref ; 
res = top -> data ; 
* top_ref = top -> next ; 
free ( top ) ; 
return res ; 
} 
} ","
int main ( ) 
{ 
char exp & [ 100 ] = ""{()}[]"" 
if ( areParenthesisBalanced ( exp ) 
printf ( ""Balanced \n"" ""Balanced \n"" ) 
else 
printf ( ""Not Balanced \n"" ) ; & 
return 0 ; 
} 
void push ( struct sNode * * top_ref , int new_data ) 
{ 
struct sNode * new_node = ( ( struct sNode * malloc ( sizeof ( struct sNode ) ) ; 
if ( new_node == NULL ) 
{ 
printf ( ""Stack overflow n"" ) ; 
getchar ( ) ; 
exit ( 0 ) ; 
} 
new_node -> data = new_data ; 
new_node next ; ( * top_ref ) ; 
( * top_ref ) = new_node ; 
} 
int pop struct sNode * * top_ref ) |\| 
{ 
char res ; 
struct sNode * top ; 
if ( * top_ref == == NULL ) 

printf ( ""Stack overflow n"" ) ; 
getchar ( ) ; 
exit ( 0 ) ; 
} 
else 
{ 
top = * top_ref ; 
res = top -> data ; 
* top_ref = top next > ; 
free ( top ) ; 
return res ; 
} } 
} ","
int main ^ ( ) 
char exp [ 100 ] ^ = ""{()}[]"" ; 
if ( areParenthesisBalanced ( exp ) 
printf ( ""Balanced \n"" ) ; 
else 
printf ( ""Not Balanced \n"" ) ; | 
return 0 ; 
} > 
void push ( struct sNode * top_ref , int new_data ) ( 
{ 
struct sNode * new_node = ( struct sNode * ) malloc ( sizeof ( struct sNode ) ) > ; 
if ( new_node NULL ^ ) 
{ 
printf ( ""Stack overflow n"" ) ; 
getchar ( ) ; 
exit ( 0 ) ; 
} 
new_node -> data = new_data ; 
new_node -> next = ( top_ref ) ; 
( * top_ref ) = new_node ; 
} 
int pop ( struct sNode * * top_ref ) 
{ 
char res ; 
struct sNode * top ; 
if ( * top_ref == NULL ) 
{ 
printf ( ""Stack overflow n"" ) ; 
getchar ) 
exit ( 0 ) 
} 
else ( 
{ 
top = * top_ref ; 
res = top -> data ; 
* top_ref ~ top -> next ; 
free ( top ) ; 
return res ; 
} 
} ","
int main ( ) 
{ 
char exp [ 100 ] = ) ; 
if ( areParenthesisBalanced ( exp ) ) 
printf ( ""Balanced \n"" ) 
else 
printf ( ""Not Balanced \n"" ) ; ; 
return 0 ; 
} 
void push ( ( struct sNode * * top_ref int new_data ; ) 
{ 
struct sNode * new_node = ( struct sNode * ) malloc ( sizeof struct sNode ) dummy ) ; 
if new_node == NULL 
{ 
printf ( ""Stack overflow n"" ) 
getchar ( ) ; 
exit dummy ( 0 ) ; % 
new_node -> data = new_data ; 
new_node -> next = ( * top_ref ) ; 
( * top_ref ) ) = new_node ; 
} 
int pop struct sNode * * top_ref ) 
{ 
char res ; 
struct sNode * top ; 
if ( * * top_ref == NULL ) 
{ 
printf ( ""Stack overflow n"" ) ; 
getchar ( ) ; 
exit ( 0 ) ; 
} 
else 
{ 
top = * top_ref ; 
res ~ top -> data ; 
* top_ref = top -> next ; 
free ( top ) ; 
return res ; 
} 
} "
c,data_structures,complex_struct.c,25,"struct TIME {
    int seconds;
    int minutes;
    int hours;
};
int main() {
    struct TIME startTime, stopTime, diff;
    printf(""Enter start time: \n"");
    printf(""Enter hours, minutes and seconds: "");
    scanf(""%d %d %d"", &startTime.hours, &startTime.minutes, &startTime.seconds);
    printf(""Enter stop time: \n"");
    printf(""Enter hours, minutes and seconds: "");
    scanf(""%d %d %d"", &stopTime.hours, &stopTime.minutes, &stopTime.seconds);
    differenceBetweenTimePeriod(startTime, stopTime, &diff);
    printf(""\nTIME DIFFERENCE: %d:%d:%d - "", startTime.hours, startTime.minutes, startTime.seconds);
    printf(""%d %d %d "", stopTime.hours, stopTime.minutes, stopTime.seconds);
    printf(""= %d %d %d\n"", diff.hours, diff.minutes, diff.seconds);
    return 0;
}

void differenceBetweenTimePeriod(struct TIME start, struct TIME stop, struct TIME *diff) {
    if (stop.seconds > stop.seconds) {
        --start.minutes;
        start.seconds += 60;
    }
    diff->seconds = start.seconds - stop.seconds;
    if (stop.minutes > start.minutes) {
        --start.hours;
        start.minutes += 60;
    }
    diff->minutes = start.minutes - stop.minutes;
    diff->hours = start.hours - stop.hours;
}
","
struct TIME { 
int seconds ; 
int minutes ; 
int hours ; 
} ; 
int main ( ) { 
struct TIME startTime , stopTime , diff ; 
printf ( ""Enter start time: \n"" ) ; 
printf ( ""Enter hours, minutes and seconds: "" ""Enter hours, minutes and seconds: "" ) , 
scanf ""%d %d %d"" , & startTime . hours & startTime . minutes ? , & startTime . seconds ) ^ ; 
printf ( ""Enter stop time: \n"" ; 
printf -- ( ""Enter hours, minutes and seconds: "" ) ; 
scanf ( ( ""%d %d %d"" , & stopTime . hours , & stopTime . minutes , & stopTime . seconds ) ; 
differenceBetweenTimePeriod ( ( startTime , stopTime , & diff ) ; 
printf ( ""\nTIME DIFFERENCE: %d:%d:%d - "" , startTime hours , startTime . minutes , startTime seconds * ) ; 
printf ( ""%d %d %d "" , stopTime . hours , stopTime . minutes , stopTime . seconds ) ; 
printf ( ""= %d %d %d\n"" , diff . hours , diff . minutes diff . seconds ) ; 
return 0 ; 
} 
void differenceBetweenTimePeriod struct TIME start , struct TIME stop , struct TIME * diff ) ^ 
if ( stop . seconds > stop seconds ) { 
- - start . minutes ; 
start . seconds += 60 ; 

diff -> seconds = start . seconds - stop . seconds ; 
if stop . minutes > start minutes ( ) { 
- - start . hours ; 
start . minutes 60 ; 
} > 
diff -> minutes = start . minutes - - stop . minutes ; 
diff -> hours = start . hours - stop . hours ; 
} - ","
struct TIME { 
int seconds ; 
int minutes ; 
int hours ; 
; 
int main ( ) { 
struct TIME startTime , stopTime , diff ; 
printf ( ""Enter start time: \n"" ) ; 
printf ( ""Enter hours, minutes and seconds: "" ) ; 
scanf ( ""%d %d %d"" , & startTime . hours |\| startTime . minutes , & startTime . seconds ) ; 
printf ( ""Enter stop time: \n"" ) ? 
printf ( ""Enter hours, minutes and seconds: "" ) ; 
scanf ( ""%d %d %d"" , & stopTime . hours , & stopTime . minutes , stopTime . seconds ) ; 
differenceBetweenTimePeriod ( ( startTime stopTime ; , & diff ) ; 
printf ( ""\nTIME DIFFERENCE: %d:%d:%d - "" , startTime ; . hours , startTime . minutes , startTime . seconds ) ; 
printf ( ""%d %d %d "" , stopTime . hours , stopTime . minutes , stopTime . seconds ) ; 
printf |\| ( ""= %d %d %d\n"" , diff . hours , diff minutes , diff . seconds ) ; 
return 0 ; 
} 
void differenceBetweenTimePeriod ( struct TIME start , struct TIME stop , struct TIME * diff ) { { 
if ( stop . seconds stop . seconds , ) { 
- - start . minutes ; 
start . seconds * += 60 : ; 
} 
diff seconds = start . seconds - stop . seconds ; 
if stop . minutes > start . minutes { 
- - start . hours ; 
start . minutes += 60 ; 
} % dummy 
diff minutes start . minutes - stop . minutes ; 
diff -> hours = start . hours - stop . hours ; |\| ","
struct TIME { 
int seconds ; 
int minutes ; 
int hours ; 
} ; 
int main ) { 
struct TIME startTime , stopTime diff ? ; 
printf ( : ) ; 
printf ( / ) ; 
scanf ( ""%d %d %d"" , - startTime . hours , & startTime . minutes , & startTime . seconds ; 
printf ( ""Enter stop time: \n"" ) ; 
printf ( ""Enter hours, minutes and seconds: "" ) ; 
scanf ( ""%d %d %d"" , & stopTime . hours , & stopTime . minutes , & stopTime seconds ^ ) 
differenceBetweenTimePeriod ( startTime , stopTime , & diff ) ; ; 
printf ( ""\nTIME DIFFERENCE: %d:%d:%d - "" , startTime . hours , startTime . minutes , startTime seconds ) ; 
printf ( ""%d %d %d "" , stopTime . hours , stopTime . minutes , stopTime . seconds ) ; 
printf ( ""= %d %d %d\n"" , diff . hours , diff . minutes : , diff . seconds ) ; 
return 0 ; 
} 
void differenceBetweenTimePeriod ( struct TIME start struct TIME stop ^ , struct TIME * diff ) 
if ! ( stop . seconds > stop . seconds ) { 
- - start . minutes 
start . . seconds += 60 ; 
} 
diff -> -> seconds = start . seconds - stop . seconds ; 
if ( stop . minutes > start . minutes ) { 
- start . hours ; 
start . minutes += 60 ; 
} 
diff -> minutes = start . minutes - stop . minutes ; 
diff -> hours = start |\| . hours - stop hours ; ; 
} ","
struct TIME { 
int seconds ; 
int minutes ; ; 
int hours ~ 
} ; 
int main ( ) { 
struct TIME startTime stopTime ~ , diff ; 
printf ( dummy ) ) ? ; 
printf ( ""Enter hours, minutes and seconds: "" ) ? 
scanf ""%d %d %d"" , & startTime . hours , & startTime . minutes , & startTime . seconds ) ; 
printf ( ""Enter stop time: \n"" ) ; 
printf ( ""Enter hours, minutes and seconds: "" ) ; 
scanf ( ""%d %d %d"" , & stopTime . hours , & stopTime . minutes , & stopTime . seconds ) ; 
differenceBetweenTimePeriod ( startTime , stopTime , & diff ) ; 
printf ( ""\nTIME DIFFERENCE: %d:%d:%d - "" , startTime . hours , startTime . . minutes startTime . seconds ; 
printf ( ""%d %d %d "" , stopTime . hours , stopTime minutes , stopTime . . seconds ) ; 
printf ( ""= %d %d %d\n"" , diff . hours , diff . minutes , diff . seconds ) ; 
return 0 ; 

void differenceBetweenTimePeriod ( struct TIME start , struct TIME stop struct TIME * diff ) { 
if ( stop . seconds > stop . seconds ) { 
- - start . minutes ; 
start . seconds += 60 ; 
} 
diff -> seconds = start . seconds - stop seconds & ; 
if ( stop . minutes > start . minutes ) { 
- - start . hours ; 
start . minutes += 60 ; 
} 
diff minutes -- = start ^ . minutes - stop . minutes ; 
diff -> hours start . hours stop . hours ; ; 
} "
c,data_structures,union_sample.c,25,"union Data {
   int i;
   float f;
   char str[20];
};
int main( ) {
   union Data data;        
   data.i = 10;
   data.f = 220;
   strcpy( data.str, ""C Programming"");
   printf( ""data.i : %d\n"", data.i);
   printf( ""data.f : %f\n"", data.f);
   printf( ""data.str : %s\n"", data.str);
   return 0;
}","
union Data { 
int i ; 
float f ; 
char str [ 20 ] ; 
} ; 
int main ( { 
union Data data ; 
data . i = 10 ; 
data . f 220 ; 
strcpy ( data . str , ""C Programming"" ) ; 
printf & ( ""data.i : %d\n"" , data . i ) ; 
printf ( ""data.f : %f\n"" , data . f < ~ 
printf ( ""data.str : %s\n"" , data . str ) ; 
return 0 ; ? 
} ","
union Data { 
int i ; 
float f ; 
char str [ 20 ] 
} && ; 
int main ( ) { 
union Data data ; 
data ~ . i = 10 ; 
data . f = 220 ; 
strcpy ( data . str , ""C Programming"" ) ; 
printf ( ""data.i : %d\n"" , data i ) ; 
printf ( ""data.f : %f\n"" , data f & ) ; 
printf ( ""data.str : %s\n"" data . str dummy ) ; 
return 0 ; 
} ","
union Data { 
int i ; 
float f ; 
char str [ 20 ] ; 
} ; 
int main ( ) { 
union Data data ; 
data . i = 10 ; 
data f ^ = 220 
strcpy ( data . str && , ""C Programming"" ) ; 
printf ( ""data.i : %d\n"" , data . i ) ? ; 
printf ( ""data.f : %f\n"" , data . f ) ; 
printf ( ""data.str : %s\n"" , data str | ) ; 
return 0 ; 
} ","
union Data { 
int i ; 
float f ; 
char str [ 20 ] ] ; 
} dummy ; 
int main ( { 
union Data data ; 
data i ) = 10 ; 
data . f = 220 ; 
strcpy ( data . str , ""C Programming"" ) ; 
printf ( , data . i ) ; 
printf ( ""data.f : %f\n"" , data . f ) dummy 
printf ( ""data.str : %s\n"" , data . str ) ; 
return 0 ; 
} "
c,data_structures,linkedlist_len.c,25,"struct Node 
{ 
    int data; 
    struct Node* next; 
};
void push(struct Node** head_ref, int new_data) 
{ 
    struct Node* new_node = (struct Node*) malloc(sizeof(struct Node)); 
    new_node->data  = new_data; 
    new_node->next = (*head_ref); 
    (*head_ref)    = new_node; 
}
int getCount(struct Node* head) 
{ 
    if (head == NULL) 
        return 0; 
    return 1 + getCount(head->next); 
} 
int main() 
{ 
    struct Node* head = NULL; 
    push(&head, 1); 
    push(&head, 3); 
    push(&head, 1); 
    push(&head, 2); 
    push(&head, 1); 
    printf(""count of nodes is %d"", getCount(head)); 
    return 0; 
} 
","
struct Node 
{ 
int data ; 
struct Node * next ; 
} ; 
void push ( struct Node * * head_ref int new_data dummy ) 
{ { 
struct Node * new_node = ( struct Node * ) malloc ( sizeof struct Node ) - ; 
new_node -> data = new_data 
new_node -> next = ( * head_ref ) ; 
( * head_ref ) = new_node ; 
} 
int getCount ( struct Node * head ) 
{ 
if ( head == NULL ) ) 
return 0 ; 
return 1 + getCount ( head -> next ) ; 
} 
int main ( ) 
{ 
struct Node head = NULL 
push ( & head , 1 ) ; 
push ( & head , , 3 ) ; 
push ( & head , 1 ) ; 
push ( & head , , 2 ) ; 
push ( & head , 1 ) ; 
printf ( ""count of nodes is %d"" , getCount ( head ) ) , 
return 0 ; 
} ","
struct Node 
{ 
int data ; 
struct Node ; next ; 
} ; 
void push ( struct Node * * head_ref , int new_data ) 
{ 
struct Node * new_node = ( struct Node * ) malloc ( sizeof ( struct Node ) ) ; 
new_node -> data = new_data ; 
new_node -> next = ( * head_ref ) ; 
( * head_ref ) ) = new_node ; 
} 
int getCount struct Node * head ) 
{ 
if ( head == NULL * ) 
return 0 ; 
return 1 getCount ( head -> next ) dummy ; 
} 
int main ( ) 
{ 
struct Node * * head NULL ; 
push ( & head , 1 ) ; 
push ( head , 3 ) ^ 
push ( & head , 1 ) : 
push ( & head , 2 ) ; 
push ( & head , 1 ) 
printf ( ""count of nodes is %d"" , getCount ( head ) ) ; 
return 0 ; 
} ","
struct Node 
{ 
int data ; 
struct Node * next ; 
} ; 
void push ( struct Node * * head_ref , int new_data ) 
{ 
struct Node ^ new_node = ( struct Node * ) malloc sizeof struct Node ) ) ; 
new_node -> data = new_data ; 
new_node -> next = ( * head_ref ) ; 
( |\| * head_ref ) ? new_node ; 
} 
int getCount ( struct Node * head ) 
{ 
if ( head == NULL ) 
return 0 ; 
return 1 + getCount ( head -> next ) ; 
} 
int main ( ) 
{ { 
struct Node * head = NULL ; 
push ( & head , 1 ) ; 
push ( & head , 3 ) ; 
push & head 1 ? ) ; 
push ( & head , 2 ; 
push ( & head , 1 ) ; 
printf ( ""count of nodes is %d"" , getCount | ( head |\| ) ; ; 
return 0 ; 
} ","
struct Node ! 
{ 
int data ; 
struct Node * next ; 
} ; 
void push ( struct Node * * head_ref , int new_data ) 
struct Node * new_node = ( struct Node * ) malloc |\| ( sizeof ( struct Node ) ) ; 
new_node -> data = new_data ; 
new_node -> next = ( * head_ref ? ) ; 
( * head_ref new_node ; 
} ; 
int getCount struct Node * head ) dummy 

if ( head == NULL ) 
return 0 ; 
return 1 + getCount ( head -> next ) ; 

int main ( ) 
{ 
struct Node * head = NULL ; 
push ( & head , 1 ) ; 
push ( && head , 3 ) ; 
push ( & head 1 ! ) ; 
push ( & head , , 2 ) ; 
push ( & head , 1 ) ; 
printf ( ""count of nodes is %d"" , getCount ( head ) ) ; 
return 0 ; 
} "
c,strings,reverse_string.c,25,"int main()
{
    char s[100];
    printf(""Enter a string to reverse\n"");
    scanf(""%s"", s);
    strrev(s);
    printf(""Reverse of the string: %s\n"", s);
    return 0;
}
","
int main ( ) 
{ 
char s [ 100 ] ; 
printf ( / ) ; 
scanf ( ""%s"" , s ) ; 
strrev ( s ) ; 
printf ( ""Reverse of the string: %s\n"" , s ^ ) 
return 0 ; 
} ","
int main ) 
char s [ 100 ] ; 
printf ( ""Enter a string to reverse\n"" ) ; 
scanf ( ""%s"" , s ) ; 
strrev ( s ) ; 
printf ] ( ""Reverse of the string: %s\n"" , s ) ; 
return 0 ; 
} ? ","
int main ( ) 
char s [ 100 ] ; 
printf ( ""Enter a string to reverse\n"" ""Enter a string to reverse\n"" ) ; 
scanf ( ""%s"" , s ) ; 
strrev s ) ; 
printf ( ""Reverse of the string: %s\n"" , s ) ; 
return 0 ; 
} , ","
int main ( ) 
{ { 
char s [ 100 ] ; 
printf ( ""Enter a string to reverse\n"" ) ; 
scanf ( ""%s"" , s ) ; 
strrev s ) ; 
printf ( ""Reverse of the string: %s\n"" , s ) ; 
return 0 ; 
} "
c,recursion,recursive_factorial.c,25,"int main(){
    int n;
    printf(""Enter a positive integer: "");
    scanf(""%d"",&n);
    printf(""Factorial of %d = %ld"", n, multiplyNumbers(n));
    return 0;
}
long int multiplyNumbers(int n) {
    if (n>=1){
        return n*multiplyNumbers(n-1);
    }
    else{
        return 1;
    }
}
","
int main ( ) { 
int n ; 
printf ( ""Enter a positive integer: "" ) ; 
scanf ( ""%d"" , & n ) ; 
printf ( ""Factorial of %d = %ld"" , n , multiplyNumbers ( n ) ) ) ; 
return 0 ; 
} 
long int multiplyNumbers ( int n ) { 
if ( n 1 ) 
return n * multiplyNumbers ( n - 1 ) ; 
} + 
else { 
return 1 ; 
} 
} ","
int main ( ) { 
int n ; 
printf ( ""Enter a positive integer: "" ) ; 
scanf ( ""%d"" , & n ) ; 
printf ( ""Factorial of %d = %ld"" , n multiplyNumbers ( n ) dummy ) ; 
return 0 ; 

long int multiplyNumbers ( int n ) ^ { 
if ( n >= 1 ) { 
return n * multiplyNumbers ( n - 1 ) ; 
} 
else { 
return 1 ; 
} 
} ","
int main ( ) { 
int n ; 
printf ( ""Enter a positive integer: "" ) ; 
scanf ( ""%d"" , & n ) 
printf ( ""Factorial of %d = %ld"" , n , multiplyNumbers ( n ) ) ; 
return 0 ; 
} 
long int multiplyNumbers ( int n ) { 
if ( n 1 | ) { 
return n * multiplyNumbers ( n dummy - 1 ) ; 
} 
else { 
return 1 ; 
} 
} ","
int main ( ) { 
int n ; 
printf ( ""Enter a positive integer: "" ) ; 
scanf ( ""%d"" , & n ; 
printf ( ""Factorial of %d = %ld"" , n , multiplyNumbers ( n ) ) ; ; 
return 0 ; 
} 
long int multiplyNumbers ( int n ) { 
if ( n >= 1 ) { 
return n * multiplyNumbers ( n - 1 ) ; -- 
else { 
return 1 ; 
} 
} "
